icao24,ground_icao,ground_iata,ground_city,prev_dep_icao,prev_arr_icao,next_dep_icao,next_arr_icao,prev_arr_time_unix,next_dep_time_unix,prev_arr_time_utc,next_dep_time_utc,turnaround_min
c01e11,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYZ,1757047045,1757051899,2025-09-05T04:37:25+00:00,2025-09-05T05:58:19+00:00,80
c01e11,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757067387,1757073544,2025-09-05T10:16:27+00:00,2025-09-05T11:59:04+00:00,102
c01e11,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757089973,1757095253,2025-09-05T16:32:53+00:00,2025-09-05T18:00:53+00:00,88
c01e11,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757099495,1757103828,2025-09-05T19:11:35+00:00,2025-09-05T20:23:48+00:00,72
c01e11,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757126005,1757170239,2025-09-06T02:33:25+00:00,2025-09-06T14:50:39+00:00,737
c01e11,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757174124,1757179163,2025-09-06T15:55:24+00:00,2025-09-06T17:19:23+00:00,83
c01e11,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757183351,1757187810,2025-09-06T18:29:11+00:00,2025-09-06T19:43:30+00:00,74
c01e11,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757643381,1757656464,2025-09-12T02:16:21+00:00,2025-09-12T05:54:24+00:00,218
c01e11,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757671605,1757677530,2025-09-12T10:06:45+00:00,2025-09-12T11:45:30+00:00,98
c01e11,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757694626,1757699914,2025-09-12T16:30:26+00:00,2025-09-12T17:58:34+00:00,88
c01e11,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757703821,1757708675,2025-09-12T19:03:41+00:00,2025-09-12T20:24:35+00:00,80
c01e11,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757731219,1757743246,2025-09-13T02:40:19+00:00,2025-09-13T06:00:46+00:00,200
c01e11,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757758696,1757763961,2025-09-13T10:18:16+00:00,2025-09-13T11:46:01+00:00,87
c01e11,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757780486,1757790184,2025-09-13T16:21:26+00:00,2025-09-13T19:03:04+00:00,161
c01e11,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757816366,1757821037,2025-09-14T02:19:26+00:00,2025-09-14T03:37:17+00:00,77
c010f6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1756702333,1756722541,2025-09-01T04:52:13+00:00,2025-09-01T10:29:01+00:00,336
c010f6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1756736837,1756741610,2025-09-01T14:27:17+00:00,2025-09-01T15:46:50+00:00,79
c010f6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1756960929,1756994134,2025-09-04T04:42:09+00:00,2025-09-04T13:55:34+00:00,553
c010f6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757007854,1757012675,2025-09-04T17:44:14+00:00,2025-09-04T19:04:35+00:00,80
c010f6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757023871,1757030531,2025-09-04T22:11:11+00:00,2025-09-05T00:02:11+00:00,111
c010f6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757046256,1757055663,2025-09-05T04:24:16+00:00,2025-09-05T07:01:03+00:00,156
c010f6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYEG,1757070102,1757075911,2025-09-05T11:01:42+00:00,2025-09-05T12:38:31+00:00,96
c010f6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757179469,1757185293,2025-09-06T17:24:29+00:00,2025-09-06T19:01:33+00:00,97
c010f6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757199200,1757203563,2025-09-06T22:53:20+00:00,2025-09-07T00:06:03+00:00,72
c010f6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757215466,1757243650,2025-09-07T03:24:26+00:00,2025-09-07T11:14:10+00:00,469
c010f6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757256727,1757263367,2025-09-07T14:52:07+00:00,2025-09-07T16:42:47+00:00,110
c010f6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757357531,1757377306,2025-09-08T18:52:11+00:00,2025-09-09T00:21:46+00:00,329
c010f6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757394290,1757399640,2025-09-09T05:04:50+00:00,2025-09-09T06:34:00+00:00,89
c010f6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757414969,1757423824,2025-09-09T10:49:29+00:00,2025-09-09T13:17:04+00:00,147
c010f6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757437444,1757443399,2025-09-09T17:04:04+00:00,2025-09-09T18:43:19+00:00,99
c010f6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757456184,1757464401,2025-09-09T22:16:24+00:00,2025-09-10T00:33:21+00:00,136
c010f6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757480570,1757486177,2025-09-10T05:02:50+00:00,2025-09-10T06:36:17+00:00,93
c010f6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757694873,1757700093,2025-09-12T16:34:33+00:00,2025-09-12T18:01:33+00:00,87
c010f6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757716559,1757724064,2025-09-12T22:35:59+00:00,2025-09-13T00:41:04+00:00,125
c010f6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757738994,1757758656,2025-09-13T04:49:54+00:00,2025-09-13T10:17:36+00:00,327
c010f6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYEG,1757776138,1757781859,2025-09-13T15:08:58+00:00,2025-09-13T16:44:19+00:00,95
c010f6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757863875,1757870861,2025-09-14T15:31:15+00:00,2025-09-14T17:27:41+00:00,116
c010f6,CYYZ,YYZ,Toronto,CYEG,CYYZ,CYYZ,CYVR,1757951933,1757956773,2025-09-15T15:58:53+00:00,2025-09-15T17:19:33+00:00,80
c03517,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1756701989,1756722870,2025-09-01T04:46:29+00:00,2025-09-01T10:34:30+00:00,348
c03517,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1756739865,1756827848,2025-09-01T15:17:45+00:00,2025-09-02T15:44:08+00:00,1466
c03517,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756831688,1757031693,2025-09-02T16:48:08+00:00,2025-09-05T00:21:33+00:00,3333
c03517,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757035247,1757250693,2025-09-05T01:20:47+00:00,2025-09-07T13:11:33+00:00,3590
c03517,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757254438,1757377394,2025-09-07T14:13:58+00:00,2025-09-09T00:23:14+00:00,2049
c03517,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757381097,1757385376,2025-09-09T01:24:57+00:00,2025-09-09T02:36:16+00:00,71
c03517,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757389256,1757434802,2025-09-09T03:40:56+00:00,2025-09-09T16:20:02+00:00,759
c03517,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757566398,1757595952,2025-09-11T04:53:18+00:00,2025-09-11T13:05:52+00:00,492
c03517,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757599978,1757790965,2025-09-11T14:12:58+00:00,2025-09-13T19:16:05+00:00,3183
c03517,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757803736,1757859860,2025-09-13T22:48:56+00:00,2025-09-14T14:24:20+00:00,935
c03517,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757873573,1757949603,2025-09-14T18:12:53+00:00,2025-09-15T15:20:03+00:00,1267
c03517,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757953594,1757958030,2025-09-15T16:26:34+00:00,2025-09-15T17:40:30+00:00,73
c00d51,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1756701464,1756836456,2025-09-01T04:37:44+00:00,2025-09-02T18:07:36+00:00,2249
c00d51,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1756850502,1757276955,2025-09-02T22:01:42+00:00,2025-09-07T20:29:15+00:00,7107
c00d51,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757280898,1757426160,2025-09-07T21:34:58+00:00,2025-09-09T13:56:00+00:00,2421
c00d51,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757647017,1757651394,2025-09-12T03:16:57+00:00,2025-09-12T04:29:54+00:00,72
c00d51,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757655264,1757685793,2025-09-12T05:34:24+00:00,2025-09-12T14:03:13+00:00,508
c00d51,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1757707733,1757818980,2025-09-12T20:08:53+00:00,2025-09-14T03:03:00+00:00,1854
c00d51,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757912146,1757918165,2025-09-15T04:55:46+00:00,2025-09-15T06:36:05+00:00,100
c00d51,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757934715,1757939381,2025-09-15T11:11:55+00:00,2025-09-15T12:29:41+00:00,77
c00d51,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757954990,1757959279,2025-09-15T16:49:50+00:00,2025-09-15T18:01:19+00:00,71
c00d51,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757963448,1757968785,2025-09-15T19:10:48+00:00,2025-09-15T20:39:45+00:00,88
c05ea6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYUL,1756700932,1756724610,2025-09-01T04:28:52+00:00,2025-09-01T11:03:30+00:00,394
c05ea6,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756728263,1756734048,2025-09-01T12:04:23+00:00,2025-09-01T13:40:48+00:00,96
c05ea6,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1756737291,1756742462,2025-09-01T14:34:51+00:00,2025-09-01T16:01:02+00:00,86
c05ea6,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756746074,1756750620,2025-09-01T17:01:14+00:00,2025-09-01T18:17:00+00:00,75
c05ea6,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1756753919,1756814940,2025-09-01T19:11:59+00:00,2025-09-02T12:09:00+00:00,1017
c05ea6,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756818399,1756823650,2025-09-02T13:06:39+00:00,2025-09-02T14:34:10+00:00,87
c05ea6,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1756826995,1756831990,2025-09-02T15:29:55+00:00,2025-09-02T16:53:10+00:00,83
c05ea6,CYYZ,YYZ,Toronto,CYEG,CYYZ,CYYZ,CYVR,1757043057,1757087371,2025-09-05T03:30:57+00:00,2025-09-05T15:49:31+00:00,738
c05ea6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757173094,1757179728,2025-09-06T15:38:14+00:00,2025-09-06T17:28:48+00:00,110
c05ea6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757194525,1757264943,2025-09-06T21:35:25+00:00,2025-09-07T17:09:03+00:00,1173
c05ea6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757345034,1757351562,2025-09-08T15:23:54+00:00,2025-09-08T17:12:42+00:00,108
c05ea6,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757355178,1757360502,2025-09-08T18:12:58+00:00,2025-09-08T19:41:42+00:00,88
c05ea6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757522097,1757527961,2025-09-10T16:34:57+00:00,2025-09-10T18:12:41+00:00,97
c05ea6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757544435,1757551623,2025-09-10T22:47:15+00:00,2025-09-11T00:47:03+00:00,119
c05ea6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757567186,1757588897,2025-09-11T05:06:26+00:00,2025-09-11T11:08:17+00:00,361
c05ea6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757605246,1757612173,2025-09-11T15:40:46+00:00,2025-09-11T17:36:13+00:00,115
c05ea6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757698854,1757703424,2025-09-12T17:40:54+00:00,2025-09-12T18:57:04+00:00,76
c05ea6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757717210,1757721835,2025-09-12T22:46:50+00:00,2025-09-13T00:03:55+00:00,77
c05ea6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757734379,1757760933,2025-09-13T03:32:59+00:00,2025-09-13T10:55:33+00:00,442
c05ea6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757778115,1757784233,2025-09-13T15:41:55+00:00,2025-09-13T17:23:53+00:00,101
c05ea6,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757800005,1757870180,2025-09-13T21:46:45+00:00,2025-09-14T17:16:20+00:00,1169
c01e28,CYUL,YUL,Montreal,CYVR,CYUL,CYUL,CYYZ,1756701504,1756724871,2025-09-01T04:38:24+00:00,2025-09-01T11:07:51+00:00,389
c01e28,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1756728350,1756739550,2025-09-01T12:05:50+00:00,2025-09-01T15:12:30+00:00,186
c01e28,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1756755608,1756774808,2025-09-01T19:40:08+00:00,2025-09-02T01:00:08+00:00,320
c01e28,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1756790609,1756811714,2025-09-02T05:23:29+00:00,2025-09-02T11:15:14+00:00,351
c01e28,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1756825491,1756831424,2025-09-02T15:04:51+00:00,2025-09-02T16:43:44+00:00,98
c01e28,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757093098,1757098593,2025-09-05T17:24:58+00:00,2025-09-05T18:56:33+00:00,91
c01e28,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757112826,1757117469,2025-09-05T22:53:46+00:00,2025-09-06T00:11:09+00:00,77
c01e28,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757130297,1757153611,2025-09-06T03:44:57+00:00,2025-09-06T10:13:31+00:00,388
c01e28,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757170668,1757182350,2025-09-06T14:57:48+00:00,2025-09-06T18:12:30+00:00,194
c01e28,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757186518,1757190454,2025-09-06T19:21:58+00:00,2025-09-06T20:27:34+00:00,65
c01e28,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757259774,1757265553,2025-09-07T15:42:54+00:00,2025-09-07T17:19:13+00:00,96
c01e28,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757280528,1757336823,2025-09-07T21:28:48+00:00,2025-09-08T13:07:03+00:00,938
c01e28,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757398825,1757403995,2025-09-09T06:20:25+00:00,2025-09-09T07:46:35+00:00,86
c01e28,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757418982,1757427631,2025-09-09T11:56:22+00:00,2025-09-09T14:20:31+00:00,144
c01e28,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757657874,1757663135,2025-09-12T06:17:54+00:00,2025-09-12T07:45:35+00:00,87
c01e28,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757678119,1757686715,2025-09-12T11:55:19+00:00,2025-09-12T14:18:35+00:00,143
c01e28,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757954428,1757959777,2025-09-15T16:40:28+00:00,2025-09-15T18:09:37+00:00,89
c0618c,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1756700106,1756734046,2025-09-01T04:15:06+00:00,2025-09-01T13:40:46+00:00,565
c0618c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYYC,1756780834,1756818915,2025-09-02T02:40:34+00:00,2025-09-02T13:15:15+00:00,634
c0618c,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYUL,1756926539,1756944053,2025-09-03T19:08:59+00:00,2025-09-04T00:00:53+00:00,291
c0618c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756947718,1756951920,2025-09-04T01:01:58+00:00,2025-09-04T02:12:00+00:00,70
c0618c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1756955238,1756989000,2025-09-04T03:07:18+00:00,2025-09-04T12:30:00+00:00,562
c0618c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757037132,1757075043,2025-09-05T01:52:12+00:00,2025-09-05T12:24:03+00:00,631
c0618c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757171233,1757289768,2025-09-06T15:07:13+00:00,2025-09-08T00:02:48+00:00,1975
c0618c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYVR,1757293012,1757330057,2025-09-08T00:56:52+00:00,2025-09-08T11:14:17+00:00,617
c0618c,CYVR,YVR,Vancouver,CYUL,CYVR,CYVR,CYYZ,1757348188,1757353021,2025-09-08T16:16:28+00:00,2025-09-08T17:37:01+00:00,80
c0618c,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757367851,1757428822,2025-09-08T21:44:11+00:00,2025-09-09T14:40:22+00:00,1016
c0618c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757478028,1757502361,2025-09-10T04:20:28+00:00,2025-09-10T11:06:01+00:00,405
c0618c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757505743,1757710183,2025-09-10T12:02:23+00:00,2025-09-12T20:49:43+00:00,3407
c07fb0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756908568,1756994670,2025-09-03T14:09:28+00:00,2025-09-04T14:04:30+00:00,1435
c07fb0,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756998403,1757042402,2025-09-04T15:06:43+00:00,2025-09-05T03:20:02+00:00,733
c07fb0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757046147,1757092140,2025-09-05T04:22:27+00:00,2025-09-05T17:09:00+00:00,766
c07fb0,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757108596,1757117129,2025-09-05T21:43:16+00:00,2025-09-06T00:05:29+00:00,142
c07fb0,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757131064,1757137419,2025-09-06T03:57:44+00:00,2025-09-06T05:43:39+00:00,105
c07fb0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757141306,1757164361,2025-09-06T06:48:26+00:00,2025-09-06T13:12:41+00:00,384
c07fb0,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYVR,1757561331,1757967482,2025-09-11T03:28:51+00:00,2025-09-15T20:18:02+00:00,6769
c049e9,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1756758898,1756765320,2025-09-01T20:34:58+00:00,2025-09-01T22:22:00+00:00,107
c049e9,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYYZ,1756767263,1757075841,2025-09-01T22:54:23+00:00,2025-09-05T12:37:21+00:00,5142
c049e9,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757087840,1757472006,2025-09-05T15:57:20+00:00,2025-09-10T02:40:06+00:00,6402
c049e9,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757487719,1757521127,2025-09-10T07:01:59+00:00,2025-09-10T16:18:47+00:00,556
c049e9,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757584774,1757954145,2025-09-11T09:59:34+00:00,2025-09-15T16:35:45+00:00,6156
c0637c,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1756897392,1757039440,2025-09-03T11:03:12+00:00,2025-09-05T02:30:40+00:00,2367
c0637c,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757052799,1757161802,2025-09-05T06:13:19+00:00,2025-09-06T12:30:02+00:00,1816
c0637c,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757173826,1757180430,2025-09-06T15:50:26+00:00,2025-09-06T17:40:30+00:00,110
c063fe,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757428766,1757536688,2025-09-09T14:39:26+00:00,2025-09-10T20:38:08+00:00,1798
c063fe,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757539111,1757613933,2025-09-10T21:18:31+00:00,2025-09-11T18:05:33+00:00,1247
c049fd,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1756744810,1756754081,2025-09-01T16:40:10+00:00,2025-09-01T19:14:41+00:00,154
c049fd,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757123870,1757251081,2025-09-06T01:57:50+00:00,2025-09-07T13:18:01+00:00,2120
c049fd,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757255006,1757260270,2025-09-07T14:23:26+00:00,2025-09-07T15:51:10+00:00,87
c049fd,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757264098,1757271077,2025-09-07T16:54:58+00:00,2025-09-07T18:51:17+00:00,116
c049fd,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757275135,1757280993,2025-09-07T19:58:55+00:00,2025-09-07T21:36:33+00:00,97
c049fd,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757301206,1757310962,2025-09-08T03:13:26+00:00,2025-09-08T05:56:02+00:00,162
c049fd,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757314786,1757463623,2025-09-08T06:59:46+00:00,2025-09-10T00:20:23+00:00,2480
c05054,CYUL,YUL,Montreal,CYEG,CYUL,CYUL,CYYC,1756725054,1756730262,2025-09-01T11:10:54+00:00,2025-09-01T12:37:42+00:00,86
c05054,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYUL,1756743819,1756750809,2025-09-01T16:23:39+00:00,2025-09-01T18:20:09+00:00,116
c05054,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYVR,1756764798,1757038624,2025-09-01T22:13:18+00:00,2025-09-05T02:17:04+00:00,4563
c05054,CYVR,YVR,Vancouver,CYUL,CYVR,CYVR,CYYZ,1757055816,1757077681,2025-09-05T07:03:36+00:00,2025-09-05T13:08:01+00:00,364
c05054,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYEG,1757092668,1757098715,2025-09-05T17:17:48+00:00,2025-09-05T18:58:35+00:00,100
c05054,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757259547,1757265393,2025-09-07T15:39:07+00:00,2025-09-07T17:16:33+00:00,97
c05054,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757269007,1757274261,2025-09-07T18:16:47+00:00,2025-09-07T19:44:21+00:00,87
c05054,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757391384,1757419989,2025-09-09T04:16:24+00:00,2025-09-09T12:13:09+00:00,476
c05054,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYYC,1757423455,1757434149,2025-09-09T13:10:55+00:00,2025-09-09T16:09:09+00:00,178
c063c2,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1756719403,1756749780,2025-09-01T09:36:43+00:00,2025-09-01T18:03:00+00:00,506
c063c2,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1756752222,1757231860,2025-09-01T18:43:42+00:00,2025-09-07T07:57:40+00:00,7993
c063c2,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757233954,1757338889,2025-09-07T08:32:34+00:00,2025-09-08T13:41:29+00:00,1748
c063c2,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757369129,1757576715,2025-09-08T22:05:29+00:00,2025-09-11T07:45:15+00:00,3459
c063c2,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757579037,1757730789,2025-09-11T08:23:57+00:00,2025-09-13T02:33:09+00:00,2529
c063c2,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757732994,1757971201,2025-09-13T03:09:54+00:00,2025-09-15T21:20:01+00:00,3970
c080a4,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757039023,1757261288,2025-09-05T02:23:43+00:00,2025-09-07T16:08:08+00:00,3704
c080a4,CYEG,YEG,Edmonton,CYYZ,CYEG,CYEG,CYVR,1757484087,1757551120,2025-09-10T06:01:27+00:00,2025-09-11T00:38:40+00:00,1117
c080a4,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1757555159,1757776841,2025-09-11T01:45:59+00:00,2025-09-13T15:20:41+00:00,3694
c063c8,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1756750810,1756761540,2025-09-01T18:20:10+00:00,2025-09-01T21:19:00+00:00,178
c0256e,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1756747718,1757010101,2025-09-01T17:28:38+00:00,2025-09-04T18:21:41+00:00,4373
c0256e,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757531666,1757782599,2025-09-10T19:14:26+00:00,2025-09-13T16:56:39+00:00,4182
c05bcf,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1756699311,1756725547,2025-09-01T04:01:51+00:00,2025-09-01T11:19:07+00:00,437
c05bcf,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1756738554,1756744730,2025-09-01T14:55:54+00:00,2025-09-01T16:38:50+00:00,102
c05bcf,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYYC,1756777914,1756819124,2025-09-02T01:51:54+00:00,2025-09-02T13:18:44+00:00,686
